,Unnamed: 0,Unnamed: 0.1,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
33624,5787,27,45.5,0.5,20.33,0.47,13.67,0.94,standing
33625,5788,28,45.75,0.43,20.5,0.5,14.0,1.0,standing
33626,5789,29,45.67,0.47,19.75,0.43,14.33,0.94,standing
33627,5790,30,45.5,0.5,20.0,0.0,14.75,1.48,standing
33628,5791,31,45.33,0.47,19.33,0.47,15.5,0.87,standing
33629,5792,32,42.33,4.5,18.33,0.47,15.75,0.83,standing
33630,5793,33,45.0,0.0,19.0,1.41,14.5,0.87,standing
33631,5794,34,45.0,0.0,21.0,0.0,15.0,0.0,standing
33632,5795,35,45.0,0.0,21.0,0.0,14.75,0.43,standing
33633,5796,36,45.0,0.0,21.0,0.0,14.0,1.0,standing
33634,5797,37,45.25,0.43,21.0,0.0,14.75,0.43,standing
33635,5798,38,45.5,0.5,21.0,0.0,15.5,0.5,standing
33636,5799,39,45.5,0.5,21.0,0.0,14.67,0.47,standing
33637,5800,40,45.0,0.0,21.0,0.0,14.5,1.12,standing
33638,5801,41,45.0,0.0,21.0,0.0,14.75,0.43,standing
33639,5802,42,45.0,0.0,20.75,0.43,13.75,0.83,standing
33640,5803,43,45.25,0.43,20.0,0.0,14.25,0.83,standing
33641,5804,44,45.5,0.5,20.25,0.43,13.75,0.83,standing
33642,5805,45,45.0,0.0,19.5,0.5,14.25,0.83,standing
33643,5806,46,45.5,0.5,18.0,0.0,14.0,1.0,standing
33644,5807,47,45.5,0.5,18.0,0.0,13.0,1.41,standing
33645,5808,48,45.0,0.0,18.25,0.43,14.0,0.82,standing
33646,5809,49,45.0,0.0,19.75,0.43,13.75,0.83,standing
33647,5810,50,45.0,0.0,19.0,0.0,14.33,0.94,standing
33648,5811,51,45.0,0.0,19.0,0.0,14.0,1.0,standing
33649,5812,52,45.0,0.0,19.33,0.47,13.75,0.83,standing
33650,5813,53,45.0,0.0,19.75,0.43,13.5,1.12,standing
33651,5814,54,45.0,0.0,19.5,0.5,13.75,0.83,standing
33652,5815,55,45.0,0.0,18.0,0.0,14.5,0.5,standing
33653,5816,56,45.0,0.0,18.0,0.0,14.75,0.43,standing
33654,5817,57,45.0,0.0,18.0,0.0,14.75,0.43,standing
33655,5818,58,45.5,0.5,19.0,0.71,14.75,0.43,standing
33656,5819,59,45.5,0.5,20.25,0.43,14.0,0.71,standing
33657,5820,60,45.5,0.5,21.0,0.0,12.67,0.94,standing
33658,5821,61,45.5,0.5,20.75,0.43,13.25,0.83,standing
33659,5822,62,45.5,0.5,20.5,0.5,13.25,1.3,standing
33660,5823,63,45.67,0.47,20.0,0.71,12.67,0.47,standing
33661,5824,64,45.67,0.47,18.0,0.0,13.0,0.82,standing
33662,5825,65,45.5,0.5,19.0,0.71,13.25,1.3,standing
33663,5826,66,45.33,0.47,18.5,0.5,14.0,0.82,standing
33664,5827,67,45.0,0.0,18.0,0.0,13.75,1.3,standing
33665,5828,68,45.0,0.0,18.25,0.43,14.4,0.49,standing
33666,5829,69,45.0,0.0,18.0,0.0,14.33,0.94,standing
33667,5830,70,45.5,0.5,17.5,0.5,13.75,0.83,standing
33668,5831,71,45.33,0.47,17.0,0.82,13.25,0.83,standing
33669,5832,72,45.5,0.5,16.75,0.43,13.5,1.12,standing
33670,5833,73,45.33,0.47,18.0,0.0,14.5,0.5,standing
33671,5834,74,45.5,0.5,18.0,0.0,15.0,0.0,standing
33672,5835,75,45.25,0.43,18.25,0.43,15.25,0.43,standing
33673,5836,76,45.0,0.0,18.0,0.0,14.5,0.5,standing
33674,5837,77,45.0,0.0,18.25,0.43,13.75,0.83,standing
33675,5838,78,45.5,0.5,18.5,0.5,13.75,0.83,standing
33676,5839,79,45.0,0.0,19.25,0.43,14.0,1.0,standing
33677,5840,80,45.5,0.5,18.75,0.43,14.25,0.43,standing
33678,5841,81,45.0,0.0,19.0,0.0,14.25,0.83,standing
33679,5842,82,45.25,0.43,18.33,0.47,15.0,0.0,standing
33680,5843,83,45.67,0.47,18.5,0.5,15.33,0.47,standing
33681,5844,84,45.5,0.5,18.75,0.43,15.0,0.0,standing
33682,5845,85,45.25,0.43,19.75,0.43,15.0,0.71,standing
33683,5846,86,45.0,0.0,20.0,0.0,15.25,0.43,standing
33684,5847,87,45.5,0.5,20.5,0.5,15.25,0.83,standing
33685,5848,88,46.25,0.83,19.75,1.09,13.75,1.3,standing
33686,5849,89,45.75,0.83,21.0,0.0,13.75,0.43,standing
33687,5850,90,45.5,0.5,20.75,0.43,12.5,0.5,standing
33688,5851,91,45.67,0.47,20.67,0.47,12.5,0.5,standing
33689,5852,92,45.67,0.47,20.5,0.5,14.67,0.47,standing
33690,5853,93,45.33,0.47,20.33,0.47,13.75,1.3,standing
33691,5854,94,45.5,0.5,20.0,0.0,13.0,1.0,standing
33692,5855,95,45.75,0.43,19.25,0.43,12.0,0.0,standing
33693,5856,96,44.75,1.09,18.0,1.87,12.25,1.09,standing
33694,5857,97,42.75,0.43,17.0,1.22,13.5,1.12,standing
33695,5858,98,45.0,0.0,19.0,0.71,11.25,0.43,standing
33696,5859,99,45.0,0.0,18.5,0.87,10.0,0.82,standing
33697,5860,100,45.0,0.0,18.0,0.0,11.67,0.94,standing
33698,5861,101,44.75,0.43,17.5,1.8,12.25,0.43,standing
33699,5862,102,43.0,1.22,17.5,2.29,10.67,1.89,standing
33700,5863,103,43.33,0.47,14.5,1.12,7.0,3.0,standing
33701,5864,104,44.75,0.43,18.5,0.5,10.5,1.12,standing
33702,5865,105,45.5,0.5,19.0,0.0,12.0,0.0,standing
33703,5866,106,45.33,0.47,19.0,0.82,11.5,1.5,standing
33704,5867,107,45.25,0.43,19.5,1.12,12.5,1.12,standing
33705,5868,108,45.25,0.43,19.25,0.83,10.5,2.69,standing
33706,5869,109,45.5,0.5,19.75,0.43,13.5,1.12,standing
33707,5870,110,45.0,0.0,20.25,0.43,13.5,0.87,standing
33708,5871,111,45.0,0.0,20.0,0.71,10.25,1.3,standing
33709,5872,112,45.0,0.0,20.33,0.47,9.33,0.47,standing
33710,5873,113,44.25,0.83,18.75,0.43,10.5,0.5,standing
33711,5874,114,42.0,0.71,17.5,0.5,8.5,0.87,standing
33712,5875,115,40.33,1.25,17.25,0.43,3.0,2.0,standing
33713,5876,116,42.33,0.47,20.0,0.82,10.0,1.63,standing
33714,5877,117,44.75,0.43,21.0,0.0,12.25,0.43,standing
33715,5878,118,44.0,0.71,18.5,2.29,11.0,1.41,standing
33716,5879,119,44.75,0.43,12.25,2.95,15.67,0.94,standing
33717,5880,120,42.75,0.83,15.75,0.43,11.75,2.49,standing
33718,5881,121,40.5,3.35,14.25,1.48,11.67,0.47,standing
33719,5882,122,42.5,1.5,11.67,2.49,13.67,1.89,standing
33720,5883,123,41.25,0.83,13.25,1.3,17.25,1.92,standing
33721,5884,124,46.0,1.58,18.25,0.43,9.75,2.86,standing
33722,5885,125,45.5,3.2,18.0,1.87,13.5,0.5,standing
33723,5886,126,35.5,1.5,11.5,1.66,10.33,1.7,standing
33724,5887,127,38.5,1.8,9.67,3.09,14.25,1.3,standing
33725,5888,128,43.75,1.3,15.0,0.71,20.25,0.43,standing
33726,5889,129,45.0,0.0,11.25,0.43,20.67,0.47,standing
33727,5890,130,45.5,0.5,10.75,1.09,20.75,0.43,standing
33728,5891,131,45.33,0.47,7.0,1.0,19.5,1.12,standing
33729,5892,132,45.33,0.47,3.33,3.3,19.75,1.79,standing
33730,5893,133,45.75,0.43,7.0,1.41,20.25,0.43,standing
33731,5894,134,45.75,0.83,4.0,0.0,19.25,0.83,standing
33732,5895,135,45.5,0.5,7.67,2.62,19.25,1.09,standing
33733,5896,136,46.0,0.0,3.33,1.25,17.75,0.43,standing
33734,5897,137,45.5,0.5,3.0,0.0,16.75,0.83,standing
33735,5898,138,45.33,0.47,8.5,3.5,17.5,0.87,standing
33736,5899,139,45.0,0.0,12.25,0.43,18.25,0.43,standing
33737,5900,140,45.0,0.0,12.0,0.0,18.33,0.47,standing
33738,5901,141,45.0,0.0,13.75,1.3,21.0,0.0,standing
33739,5902,142,45.75,0.43,13.0,2.45,18.75,0.43,standing
33740,5903,143,45.33,0.47,15.33,0.47,16.75,1.3,standing
33741,5904,144,45.5,0.5,15.5,0.87,17.5,1.5,standing
33742,5905,145,45.5,0.5,15.5,0.5,18.0,0.0,standing
33743,5906,146,45.25,0.43,14.33,0.94,17.75,0.83,standing
33744,5907,147,45.25,0.43,14.5,0.87,15.25,0.43,standing
33745,5908,148,45.0,0.0,16.0,0.71,16.75,1.64,standing
33746,5909,149,45.0,0.0,14.5,0.5,18.0,0.0,standing
33747,5910,150,45.0,0.0,13.25,1.09,18.25,0.43,standing
33748,5911,151,45.25,0.43,12.33,0.47,18.5,0.87,standing
33749,5912,152,45.25,0.43,12.67,0.47,17.67,0.47,standing
33750,5913,153,45.67,0.47,14.75,0.43,17.5,0.5,standing
33751,5914,154,45.5,0.5,14.75,0.43,16.25,0.43,standing
33752,5915,155,46.5,0.5,15.0,0.0,16.25,0.83,standing
33753,5916,156,45.67,0.47,15.33,0.47,16.0,1.22,standing
33754,5917,157,45.25,0.43,17.75,0.43,17.0,0.71,standing
33755,5918,158,45.0,0.0,18.0,0.0,17.5,0.87,standing
33756,5919,159,45.25,0.43,18.0,0.0,16.25,0.83,standing
33757,5920,160,45.0,0.0,18.25,0.43,17.25,0.83,standing
33758,5921,161,45.0,0.0,18.0,0.0,18.0,0.0,standing
33759,5922,162,45.0,0.0,18.25,0.43,16.75,0.43,standing
33760,5923,163,45.0,0.0,18.0,0.0,16.0,0.82,standing
33761,5924,164,45.0,0.0,16.75,0.83,15.75,0.83,standing
33762,5925,165,45.0,0.0,15.75,0.83,15.33,0.47,standing
33763,5926,166,45.33,0.47,17.33,0.47,13.67,1.25,standing
33764,5927,167,46.0,0.0,17.0,0.71,13.0,1.22,standing
33765,5928,168,45.5,0.5,18.0,0.71,14.75,0.43,standing
33766,5929,169,45.5,0.5,18.25,0.43,11.75,0.43,standing
33767,5930,170,46.0,0.71,16.75,1.3,12.0,1.22,standing
33768,5931,171,46.25,0.43,18.0,0.0,12.25,0.43,standing
33769,5932,172,46.0,0.71,16.75,0.83,12.0,0.0,standing
33770,5933,173,46.5,0.5,15.75,0.43,14.75,1.79,standing
33771,5934,174,46.5,0.5,17.75,0.43,16.5,1.12,standing
33772,5935,175,46.25,0.43,17.25,0.83,12.25,1.79,standing
33773,5936,176,46.5,0.5,17.0,0.71,13.67,2.05,standing
33774,5937,177,46.5,0.5,18.0,0.82,13.0,0.71,standing
33775,5938,178,46.5,0.5,18.67,0.47,12.33,1.25,standing
33776,5939,179,46.5,0.5,19.0,0.0,12.67,2.05,standing
33777,5940,180,46.5,0.5,18.0,0.0,15.0,1.22,standing
33778,5941,181,46.5,0.5,18.0,0.71,16.5,0.87,standing
33779,5942,182,46.67,0.47,17.5,0.87,17.33,0.94,standing
33780,5943,183,46.5,0.5,18.0,0.0,15.5,0.87,standing
33781,5944,184,46.67,0.47,18.33,0.47,14.5,0.5,standing
33782,5945,185,46.75,0.43,18.25,0.43,16.0,1.41,standing
33783,5946,186,46.5,0.5,18.5,0.5,18.0,0.71,standing
33784,5947,187,46.5,0.5,18.5,0.87,17.25,1.3,standing
33785,5948,188,46.5,0.5,17.0,0.82,17.67,0.47,standing
33786,5949,189,46.0,0.0,16.75,1.3,18.33,0.47,standing
33787,5950,190,46.33,0.47,18.25,0.43,17.0,0.82,standing
33788,5951,191,46.5,0.5,18.75,0.43,16.25,1.09,standing
33789,5952,192,46.5,0.5,19.25,0.43,14.5,0.87,standing
33790,5953,193,46.0,0.0,18.33,0.47,12.0,0.0,standing
33791,5954,194,45.75,0.43,15.25,0.43,14.25,1.3,standing
33792,5955,195,47.0,0.71,16.25,1.3,15.75,1.3,standing
33793,5956,196,46.5,0.5,18.5,0.5,16.5,0.87,standing
33794,5957,197,46.25,0.83,18.25,0.43,17.25,1.3,standing
33795,5958,198,45.5,0.5,19.5,0.5,16.75,1.3,standing
33796,5959,199,45.5,0.5,18.0,1.22,15.75,0.83,standing
33797,5960,200,45.5,0.5,16.25,1.48,17.0,0.71,standing
33798,5961,201,46.0,0.71,18.5,0.5,18.5,0.87,standing
33799,5962,202,45.0,0.0,18.0,0.0,20.33,0.47,standing
33800,5963,203,44.5,0.5,13.5,1.66,19.25,1.09,standing
33801,5964,204,43.67,0.47,9.67,0.94,18.33,0.47,standing
33802,5965,205,42.67,0.94,12.0,0.0,17.75,0.83,standing
33803,5966,206,42.25,0.43,12.75,1.3,18.25,0.43,standing
33804,5967,207,42.0,0.0,15.0,0.71,16.5,1.12,standing
33805,5968,208,42.0,0.0,15.5,0.87,13.75,1.48,standing
33806,5969,209,42.0,0.0,16.5,0.5,12.0,0.0,standing
33807,5970,210,42.0,0.0,16.67,0.47,11.0,0.82,standing
33808,5971,211,42.0,0.0,17.0,0.0,12.75,0.83,standing
33809,5972,212,42.0,0.0,17.75,0.43,14.33,0.94,standing
33810,5973,213,43.0,0.82,17.33,0.47,14.0,0.71,standing
33811,5974,214,43.75,0.83,16.75,1.09,13.33,1.25,standing
33812,5975,215,43.5,0.5,15.0,0.0,12.75,1.3,standing
33813,5976,216,44.25,0.43,16.75,1.09,12.75,1.3,standing
33814,5977,217,44.5,0.5,18.25,0.43,12.75,1.3,standing
33815,5978,218,44.75,0.43,20.25,0.43,13.33,0.47,standing
33816,5979,219,45.0,0.0,20.25,0.43,12.75,0.83,standing
33817,5980,220,45.0,0.0,20.75,0.43,13.33,1.25,standing
33818,5981,221,45.0,0.0,21.0,0.0,12.25,0.43,standing
33819,5982,222,45.0,0.0,21.0,0.0,12.5,0.5,standing
33820,5983,223,45.0,0.0,21.0,0.0,12.67,0.94,standing
33821,5984,224,45.0,0.0,21.0,0.0,13.5,1.12,standing
33822,5985,225,45.0,0.0,21.0,0.0,13.0,0.82,standing
33823,5986,226,45.0,0.0,21.0,0.0,12.0,0.0,standing
33824,5987,227,45.0,0.0,21.0,0.0,12.5,1.5,standing
33825,5988,228,45.0,0.0,21.0,0.0,12.25,0.43,standing
33826,5989,229,45.0,0.0,21.0,0.0,12.0,0.0,standing
33827,5990,230,45.0,0.0,21.0,0.0,11.75,0.83,standing
33828,5991,231,45.0,0.0,21.0,0.0,11.75,0.43,standing
33829,5992,232,45.0,0.0,21.0,0.0,13.0,0.82,standing
33830,5993,233,45.0,0.0,20.5,0.5,14.0,1.22,standing
33831,5994,234,45.0,0.0,18.67,0.94,14.0,1.41,standing
33832,5995,235,45.25,0.43,18.0,0.0,16.0,0.71,standing
33833,5996,236,46.0,0.0,18.5,0.5,14.67,0.47,standing
33834,5997,237,45.75,0.43,18.25,0.43,16.25,1.3,standing
33835,5998,238,45.33,0.47,18.0,0.0,17.75,0.43,standing
33836,5999,239,45.0,0.0,18.0,0.0,16.25,0.83,standing
33837,6000,240,45.0,0.0,18.0,0.0,17.0,0.0,standing
33838,6001,241,45.0,0.0,18.0,0.0,17.25,0.83,standing
33839,6002,242,45.0,0.0,18.25,0.43,15.0,0.0,standing
33840,6003,243,45.25,0.43,18.0,0.0,14.5,1.12,standing
33841,6004,244,45.25,0.43,19.25,0.83,12.0,1.87,standing
33842,6005,245,45.5,0.5,19.75,0.43,10.0,1.22,standing
33843,6006,246,46.0,0.71,19.25,0.43,11.75,0.43,standing
33844,6007,247,45.75,0.83,19.0,0.0,12.67,0.94,standing
33845,6008,248,45.67,0.47,19.75,0.43,12.67,0.94,standing
33846,6009,249,45.8,0.4,19.75,0.43,12.2,0.4,standing
33847,6010,250,46.0,0.82,20.0,0.0,12.33,0.94,standing
33848,6011,251,46.0,0.0,19.75,0.43,12.25,1.48,standing
33849,6012,252,46.25,0.43,18.5,0.5,13.0,1.22,standing
33850,6013,253,46.0,0.0,18.67,0.47,12.67,0.47,standing
33851,6014,254,46.25,0.43,18.25,0.43,13.25,1.3,standing
33852,6015,255,45.75,0.83,18.0,0.0,14.0,0.71,standing
33853,6016,256,45.5,0.5,18.0,0.0,14.0,1.22,standing
33854,6017,257,45.5,0.5,18.0,0.0,13.75,0.83,standing
33855,6018,258,45.5,0.5,18.0,0.0,13.75,0.43,standing
33856,6019,259,45.5,0.5,18.0,0.0,13.0,1.41,standing
33857,6020,260,45.5,0.5,18.0,0.0,13.0,0.0,standing
33858,6021,261,45.75,0.43,18.0,0.0,13.0,1.41,standing
33859,6022,262,46.0,0.82,18.0,0.0,13.67,1.25,standing
33860,6023,263,45.75,0.83,18.25,0.43,13.5,1.5,standing
33861,6024,264,45.75,0.83,18.0,0.0,12.67,0.94,standing
33862,6025,265,45.33,0.47,18.33,0.47,14.25,1.3,standing
33863,6026,266,45.75,0.43,18.25,0.43,15.0,0.71,standing
33864,6027,267,45.75,0.43,18.0,0.0,14.75,0.43,standing
33865,6028,268,46.0,1.0,18.0,0.0,15.0,0.71,standing
33866,6029,269,46.0,0.71,18.25,0.43,14.5,0.87,standing
33867,6030,270,46.5,0.5,18.0,0.0,15.0,0.0,standing
33868,6031,271,46.25,0.43,18.0,0.0,15.0,0.0,standing
33869,6032,272,45.75,0.83,18.0,0.0,15.75,0.83,standing
33870,6033,273,45.75,0.83,18.0,0.0,15.33,0.47,standing
33871,6034,274,45.75,0.83,18.0,0.0,15.67,0.94,standing
33872,6035,275,45.75,0.83,18.0,0.0,15.0,0.71,standing
33873,6036,276,46.25,0.43,18.0,0.0,14.75,0.83,standing
33874,6037,277,46.5,0.5,18.25,0.43,15.25,1.09,standing
33875,6038,278,46.67,0.47,18.25,0.43,14.33,0.94,standing
33876,6039,279,45.67,0.47,17.5,1.5,14.67,1.25,standing
33877,6040,280,46.33,0.47,9.0,0.0,14.75,0.43,standing
33878,6041,281,46.0,0.0,15.5,2.29,9.0,4.24,standing
33879,6042,282,46.25,0.83,15.5,2.29,10.75,2.17,standing
33880,6043,283,40.5,3.35,9.75,1.48,11.0,4.18,standing
33881,6044,284,43.75,2.95,12.0,0.0,12.0,1.22,standing
33882,6045,285,47.25,0.83,5.0,4.0,15.5,1.5,standing
33883,6046,286,47.5,0.5,13.0,3.74,14.33,1.7,standing
33884,6047,287,47.0,0.71,16.75,0.43,5.33,2.87,standing
33885,6048,288,47.0,0.0,14.5,0.5,12.0,0.0,standing
33886,6049,289,47.75,0.43,12.67,0.47,12.0,0.0,standing
33887,6050,290,48.0,0.0,12.25,0.43,12.67,0.47,standing
33888,6051,291,48.0,0.0,12.25,0.43,13.25,0.83,standing
33889,6052,292,48.0,0.0,12.33,0.47,13.25,1.3,standing
33890,6053,293,48.0,0.0,12.25,0.43,12.0,0.0,standing
33891,6054,294,48.0,0.0,13.0,0.71,12.0,0.0,standing
33892,6055,295,48.0,0.0,13.25,0.83,12.25,0.43,standing
33893,6056,296,48.0,0.0,12.25,0.43,12.75,0.83,standing
33894,6057,297,48.0,0.0,12.0,0.0,13.0,1.0,standing
33895,6058,298,48.0,0.0,11.75,0.43,13.25,0.83,standing
33896,6059,299,48.0,0.0,12.0,0.0,14.0,0.82,standing
33897,6060,300,48.0,0.0,11.67,0.47,14.33,0.47,standing
33898,6061,301,48.0,0.0,11.0,0.71,14.33,0.94,standing
33899,6062,302,48.0,0.0,11.0,0.71,14.0,1.22,standing
33900,6063,303,48.0,0.0,11.0,1.0,15.0,0.0,standing
33901,6064,304,48.0,0.0,10.67,0.47,15.0,0.0,standing
33902,6065,305,48.0,0.0,11.25,0.43,14.75,0.43,standing
33903,6066,306,48.0,0.0,11.75,0.43,15.0,0.0,standing
33904,6067,307,48.0,0.0,11.5,0.5,14.75,0.43,standing
33905,6068,308,48.0,0.0,12.0,0.0,15.0,0.0,standing
33906,6069,309,48.0,0.0,11.25,0.43,14.75,0.43,standing
33907,6070,310,48.0,0.0,11.75,0.43,14.75,0.43,standing
33908,6071,311,48.0,0.0,12.0,0.0,14.75,0.43,standing
33909,6072,312,48.0,0.0,11.75,0.43,14.5,0.5,standing
33910,6073,313,48.0,0.0,11.5,0.5,14.75,0.43,standing
33911,6074,314,48.0,0.0,12.0,0.0,15.0,0.0,standing
33912,6075,315,48.0,0.0,12.0,0.0,15.2,0.4,standing
33913,6076,316,48.0,0.0,12.0,0.0,14.33,0.94,standing
33914,6077,317,48.0,0.0,12.0,0.0,13.5,1.12,standing
33915,6078,318,48.0,0.0,12.0,0.0,13.67,0.47,standing
33916,6079,319,48.0,0.0,12.0,0.0,13.5,1.5,standing
33917,6080,320,48.0,0.0,12.0,0.0,14.5,1.12,standing
33918,6081,321,48.0,0.0,12.0,0.0,14.25,0.83,standing
33919,6082,322,48.0,0.0,12.0,0.0,14.5,0.5,standing
33920,6083,323,48.0,0.0,12.0,0.0,13.75,1.09,standing
33921,6084,324,48.0,0.0,12.0,0.0,14.5,0.5,standing
33922,6085,325,48.0,0.0,12.0,0.0,14.75,0.43,standing
33923,6086,326,48.0,0.0,12.0,0.0,15.25,0.43,standing
33924,6087,327,48.0,0.0,12.0,0.0,15.25,1.09,standing
33925,6088,328,48.0,0.0,12.0,0.0,16.0,1.0,standing
33926,6089,329,48.0,0.0,12.0,0.0,15.0,0.0,standing
33927,6090,330,47.75,0.43,13.5,0.5,15.25,0.43,standing
33928,6091,331,47.75,0.43,14.33,0.47,15.67,0.94,standing
33929,6092,332,47.5,0.5,13.25,0.83,15.5,0.5,standing
33930,6093,333,48.0,0.0,14.5,0.5,16.0,1.0,standing
33931,6094,334,48.0,0.0,14.5,0.5,16.25,0.43,standing
33932,6095,335,48.0,0.0,13.75,0.43,16.25,0.83,standing
33933,6096,336,48.0,0.0,14.75,0.43,15.75,0.83,standing
33934,6097,337,48.0,0.0,10.75,1.3,15.67,0.47,standing
33935,6098,338,48.0,0.0,9.5,0.5,16.2,0.75,standing
33936,6099,339,47.75,0.43,9.5,0.5,16.75,0.83,standing
33937,6100,340,47.67,0.47,10.75,0.43,16.67,0.47,standing
33938,6101,341,48.0,0.0,11.75,0.83,15.75,0.83,standing
33939,6102,342,47.75,0.43,13.25,0.43,15.25,0.43,standing
33940,6103,343,48.0,0.0,13.33,0.47,15.25,0.43,standing
33941,6104,344,47.75,0.43,14.25,0.43,16.0,1.0,standing
33942,6105,345,47.5,0.5,14.0,0.71,16.0,0.71,standing
33943,6106,346,48.0,0.0,14.5,0.5,16.75,0.83,standing
33944,6107,347,47.5,0.5,14.25,0.43,16.5,0.5,standing
33945,6108,348,47.5,0.5,12.5,0.87,17.25,0.43,standing
33946,6109,349,47.75,0.43,11.67,0.47,17.0,0.82,standing
33947,6110,350,47.5,0.5,11.75,0.43,16.5,0.5,standing
33948,6111,351,47.5,0.5,11.75,0.43,16.25,0.83,standing
33949,6112,352,47.67,0.47,12.0,0.0,16.0,0.82,standing
33950,6113,353,47.67,0.47,12.0,0.0,16.5,0.87,standing
33951,6114,354,47.67,0.47,12.0,0.0,16.25,0.83,standing
33952,6115,355,47.5,0.5,12.0,0.0,16.25,0.83,standing
33953,6116,356,47.75,0.43,12.0,0.0,16.25,1.3,standing
33954,6117,357,47.75,0.43,12.0,0.0,16.0,0.82,standing
33955,6118,358,48.0,0.0,13.33,0.47,15.5,0.5,standing
33956,6119,359,48.0,0.0,12.75,0.43,15.33,0.47,standing
33957,6120,360,47.75,0.43,12.25,0.43,15.25,0.43,standing
33958,6121,361,48.0,0.0,14.33,0.47,14.67,0.47,standing
33959,6122,362,47.75,0.43,12.25,0.43,15.25,1.3,standing
33960,6123,363,48.0,0.0,12.5,0.5,15.67,1.7,standing
33961,6124,364,48.0,0.0,14.0,1.0,16.33,0.47,standing
33962,6125,365,48.0,0.0,14.0,1.22,16.0,0.71,standing
33963,6126,366,48.0,0.0,11.67,0.47,17.5,0.87,standing
33964,6127,367,48.0,0.0,13.75,1.09,17.75,0.43,standing
33965,6128,368,48.0,0.0,14.25,1.3,14.75,0.83,standing
33966,6129,369,48.0,0.0,14.75,0.83,11.5,1.8,standing
33967,6130,370,48.0,0.0,14.75,0.43,12.0,3.08,standing
33968,6131,371,48.0,0.0,13.0,1.22,13.0,1.22,standing
33969,6132,372,48.0,0.0,11.0,2.16,15.0,2.16,standing
33970,6133,373,48.0,0.0,11.5,1.12,16.0,2.12,standing
33971,6134,374,48.0,0.0,12.5,1.12,11.25,1.92,standing
33972,6135,375,48.0,0.0,10.75,1.3,13.0,1.0,standing
33973,6136,376,48.0,0.0,12.33,0.47,12.67,0.94,standing
33974,6137,377,48.0,0.0,12.5,0.5,12.25,0.83,standing
33975,6138,378,48.0,0.0,12.0,0.0,12.33,0.47,standing
33976,6139,379,48.0,0.0,11.25,0.43,13.25,1.3,standing
33977,6140,380,48.0,0.0,13.0,0.71,12.25,0.43,standing
33978,6141,381,48.0,0.0,12.0,0.0,12.5,0.87,standing
33979,6142,382,47.75,0.43,12.0,0.0,11.0,0.82,standing
33980,6143,383,48.0,0.0,12.75,0.83,11.0,1.22,standing
33981,6144,384,48.0,0.0,12.5,0.5,10.75,1.09,standing
33982,6145,385,48.0,0.0,12.0,0.71,9.67,0.94,standing
33983,6146,386,48.0,0.0,11.0,0.0,11.25,1.3,standing
33984,6147,387,48.0,0.0,9.5,0.5,12.5,0.5,standing
33985,6148,388,48.0,0.0,10.0,0.71,12.0,0.0,standing
33986,6149,389,48.0,0.0,11.33,0.47,12.5,0.87,standing
33987,6150,390,48.0,0.0,12.0,0.0,12.5,0.5,standing
33988,6151,391,48.0,0.0,11.0,0.71,12.0,0.0,standing
33989,6152,392,48.0,0.0,11.0,0.0,12.0,0.0,standing
33990,6153,393,48.0,0.0,10.5,0.5,12.0,0.0,standing
33991,6154,394,48.0,0.0,11.33,0.47,10.67,1.25,standing
33992,6155,395,48.0,0.0,11.25,1.3,11.0,1.0,standing
33993,6156,396,48.0,0.0,11.0,0.0,10.75,0.43,standing
33994,6157,397,48.0,0.0,9.5,0.5,11.5,0.87,standing
33995,6158,398,48.0,0.0,9.5,0.5,12.0,0.0,standing
33996,6159,399,48.0,0.0,10.0,0.89,11.75,0.43,standing
33997,6160,400,48.0,0.0,10.25,0.83,12.0,0.0,standing
33998,6161,401,48.0,0.0,10.67,0.47,10.5,0.5,standing
33999,6162,402,48.0,0.0,10.0,0.71,10.25,0.83,standing
34000,6163,403,48.0,0.0,9.5,0.5,10.25,0.83,standing
34001,6164,404,48.0,0.0,9.5,0.5,9.75,0.83,standing
34002,6165,405,48.0,0.0,9.5,0.5,9.5,0.5,standing
34003,6166,406,48.0,0.0,9.5,0.5,10.0,1.0,standing
34004,6167,407,48.0,0.0,10.25,0.43,10.0,1.22,standing
34005,6168,408,48.0,0.0,12.0,0.0,11.0,0.71,standing
34006,6169,409,48.0,0.0,12.0,0.0,10.67,0.47,standing
34007,6170,410,48.0,0.0,11.33,0.94,10.67,0.47,standing
34008,6171,411,48.0,0.0,10.0,0.71,11.0,1.22,standing
34009,6172,412,48.0,0.0,10.25,2.68,13.0,1.22,standing
34010,6173,413,48.0,0.0,8.5,2.29,11.25,0.83,standing
34011,6174,414,48.0,0.0,11.75,0.43,10.25,1.09,standing
34012,6175,415,48.0,0.0,10.75,0.43,8.5,0.5,standing
34013,6176,416,48.0,0.0,9.75,0.83,9.33,0.47,standing
34014,6177,417,48.0,0.0,9.75,0.83,8.5,0.5,standing
34015,6178,418,48.0,0.0,11.67,0.47,8.0,0.82,standing
34016,6179,419,48.0,0.0,10.4,1.36,8.0,1.22,standing
34017,6180,420,48.0,0.0,9.0,1.22,9.0,0.71,standing
34018,6181,421,48.0,0.0,9.0,0.71,8.67,0.47,standing
34019,6182,422,48.0,0.0,7.5,1.12,8.5,0.5,standing
34020,6183,423,48.0,0.0,7.0,1.41,7.67,0.47,standing
34021,6184,424,48.0,0.0,9.25,0.43,7.67,0.47,standing
